,X,all.hits.sp.Mycop.entry,all.hits.sp.Mycop.plant,id,institutionCode,collectionCode,occurrenceID,basisOfRecord,scientificName,genus,taxonID,taxonRank,occurrenceRemarks,habitat,associatedOccurrences,associatedTaxa,substrate,recordId,country,db,match.number,match.name,new.ID,namecheck.db,score
2860,263837,263837,Senecio grahami,NA,IASD,,,HumanObservation,Sphaerotheca indica,Sphaerotheca,NA,Species,Mycobank Linking Number: 339451,NA,NA,host: living leaves of Senecio grahami Hook (Asteraceae),living leaves of Senecio grahami Hook (Asteraceae),urn:uuid:58770b84-8031-4133-be33-590aa21a65de,India,Mycoportal.db,294,Roldana barba-johannis (DC.) H.Rob. & Brettell,gcc-127405,The.plant.list,NA
1135,25847,25847,Sequoiadendron gigantea,5052952,UC,,2ffabcb3-55b3-4450-8b8c-dba17abd5dc4,PreservedSpecimen,Haematomyxa sequoiae,Haematomyxa,234217,Species,,NA,NA,host: Sequoiadendron gigantea,NA,urn:uuid:2ffabcb3-55b3-4450-8b8c-dba17abd5dc4,USA,Mycoportal.db,137,Sequoiadendron giganteum (Lindl.) J.Buchholz,kew-2587860,The.plant.list,NA
3074,263131,263131,Sesbania aegyptica,NA,IRFD,,,HumanObservation,Uredo,Uredo,7387,Genus,Mycobank linking number 153555,NA,NA,NA,On the living leaves of Sesbania aegyptica,urn:uuid:242cd43a-1e15-4451-8e0a-b9433f8803b5,India,Mycoportal.db,310,Sesbania sesban (L.) Merr.,ild-2453,The.plant.list,NA
3129,263110,263110,Sesbania aegyptica,NA,IRFD,,,HumanObservation,Uromyces,Uromyces,10572,Genus,Mycobank linking number 340803,NA,NA,NA,On the living leaves of Sesbania aegyptica,urn:uuid:f07911d1-0a75-41f8-8c03-08df9dd8994f,India,Mycoportal.db,310,Sesbania sesban (L.) Merr.,ild-2453,The.plant.list,NA
3232,102024,102024,Siam cicutarium,3994337,PH,,23d15f58-7adb-4f80-ae66-aa87c8e48ed0,PreservedSpecimen,Uromyces scirpi,Uromyces,554485,Species,Herbarium of Albert Commons; Delaware,On leaves of Siam cicutarium.,NA,host: Siam cicutarium,NA,urn:uuid:23d15f58-7adb-4f80-ae66-aa87c8e48ed0,USA,Mycoportal.db,332,Sium cicutarium W.H.Baxter,kew-2473776,The.plant.list,NA
165,214701,214701,Silene cserei,2655849,RMS,,342977ce-17c7-42ba-8183-09da619d37a8,PreservedSpecimen,Ascochyta silenes,Ascochyta,104027,Species,,NA,NA,host: Silene cserei,NA,urn:uuid:342977ce-17c7-42ba-8183-09da619d37a8,USA,Mycoportal.db,29,Silene czerei Boiss.,kew-2488277,The.plant.list,NA
166,209654,209654,Silene cserei,2703290,ARIZ,,3877f84b-9054-41d6-8b14-6492d229533e,PreservedSpecimen,Ascochyta silenes,Ascochyta,104027,Species,,NA,NA,on Silene csereii,NA,urn:uuid:3877f84b-9054-41d6-8b14-6492d229533e,USA,Mycoportal.db,29,Silene czerei Boiss.,kew-2488277,The.plant.list,NA
167,209655,209655,Silene cserei,2703289,ARIZ,,3b847d99-714a-4392-9bad-241aee838d8c,PreservedSpecimen,Ascochyta silenes,Ascochyta,104027,Species,,NA,NA,on Silene csereii,NA,urn:uuid:3b847d99-714a-4392-9bad-241aee838d8c,USA,Mycoportal.db,29,Silene czerei Boiss.,kew-2488277,The.plant.list,NA
168,209656,209656,Silene cserei,2703288,ARIZ,,26bd26fa-8b2a-4c20-a77f-4d70e2543336,PreservedSpecimen,Ascochyta silenes,Ascochyta,104027,Species,,NA,NA,on Silene csereii,NA,urn:uuid:26bd26fa-8b2a-4c20-a77f-4d70e2543336,USA,Mycoportal.db,29,Silene czerei Boiss.,kew-2488277,The.plant.list,NA
3094,80536.1,80536,Sinocalamus oldhami,4343050,UC,,0bbf219f-96b0-4468-8fee-e567ecf814f8,PreservedSpecimen,Uredo ignava,Uredo,552165,Species,,NA,NA,host: Bambusa oldhami [=Sinocalamus oldhami],NA,urn:uuid:0bbf219f-96b0-4468-8fee-e567ecf814f8,"Taiwan, Province of China",Mycoportal.db,313,Bambusa oldhamii Munro,kew-398934,The.plant.list,NA
234,198037,198037,Smilax oldhami,3153529,MICH,Fungi,399f3901-03f3-4437-9031-b9758d1152e9,PreservedSpecimen,Blastospora itoana,Blastospora,115217,Species,,On Smilax oldhami,NA,host: Smilax oldhami,NA,urn:uuid:399f3901-03f3-4437-9031-b9758d1152e9,Japan,Mycoportal.db,39,Smilax sieboldii Miq.,kew-289103,The.plant.list,NA
235,198038,198038,Smilax oldhami,3153528,MICH,Fungi,514027fa-7e5d-4fc9-a31b-3117b8baa64c,PreservedSpecimen,Blastospora itoana,Blastospora,115217,Species,,On Smilax oldhami,NA,host: Smilax oldhami,NA,urn:uuid:514027fa-7e5d-4fc9-a31b-3117b8baa64c,Japan,Mycoportal.db,39,Smilax sieboldii Miq.,kew-289103,The.plant.list,NA
236,198039,198039,Smilax oldhami,3153527,MICH,Fungi,2d0ed295-f636-4f8a-868e-402d01de91b3,PreservedSpecimen,Blastospora itoana,Blastospora,115217,Species,,On Smilax oldhami,NA,host: Smilax oldhami,NA,urn:uuid:2d0ed295-f636-4f8a-868e-402d01de91b3,"Korea, Republic of",Mycoportal.db,39,Smilax sieboldii Miq.,kew-289103,The.plant.list,NA
237,198040,198040,Smilax oldhami,3153526,MICH,Fungi,fefff0c8-d627-41dd-a9df-dca537387407,PreservedSpecimen,Blastospora itoana,Blastospora,115217,Species,,On Smilax oldhami,NA,host: Smilax oldhami,NA,urn:uuid:fefff0c8-d627-41dd-a9df-dca537387407,North Korea,Mycoportal.db,39,Smilax sieboldii Miq.,kew-289103,The.plant.list,NA
238,198031,198031,Smilax sieboldi,3153535,MICH,Fungi,f8890474-98d1-4981-b706-93abc7908063,PreservedSpecimen,Blastospora smilacis,Blastospora,115218,Species,,On Smilax sieboldi,NA,host: Smilax sieboldi,NA,urn:uuid:f8890474-98d1-4981-b706-93abc7908063,Japan,Mycoportal.db,40,Smilax sieboldii Miq.,kew-289103,The.plant.list,NA
239,198032,198032,Smilax sieboldi,3153534,MICH,Fungi,f9745f7a-9232-4e8a-b29d-2a50f5114d15,PreservedSpecimen,Blastospora smilacis,Blastospora,115218,Species,,On Smilax sieboldi,NA,host: Smilax sieboldi,NA,urn:uuid:f9745f7a-9232-4e8a-b29d-2a50f5114d15,Japan,Mycoportal.db,40,Smilax sieboldii Miq.,kew-289103,The.plant.list,NA
240,190486,190486,Smilax sieboldi,338801,MICH,Fungi,c8d64bec-f349-471b-96c1-d7df87e39f0e,PreservedSpecimen,Blastospora smilacis,Blastospora,115218,Species,Ann. Mycol. 1908 6: 223.,On Smilax sieboldi,NA,NA,NA,urn:uuid:c8d64bec-f349-471b-96c1-d7df87e39f0e,Japan,Mycoportal.db,40,Smilax sieboldii Miq.,kew-289103,The.plant.list,NA
66,138708,138708,Solanum hartwegi,3727035,UC,,d3d8d166-800d-4705-a625-c04b470254eb,PreservedSpecimen,Aecidium tubulosum,Aecidium,87263,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 4202",NA,NA,host: Solanum hartwegi,NA,urn:uuid:d3d8d166-800d-4705-a625-c04b470254eb,Puerto Rico,Mycoportal.db,9,Solanum hartwegii Benth.,tro-29603165,The.plant.list,NA
1085,174413,174413,Sorbus acuparia,3545015,RMS,,37e5353c-dbb4-4305-a7ab-5f037022e841,PreservedSpecimen,Gymnosporangium cornutum,Gymnosporangium,233421,Species,,NA,NA,host: Sorbus acuparia,NA,urn:uuid:37e5353c-dbb4-4305-a7ab-5f037022e841,Norway,Mycoportal.db,133,Sorbus aucuparia L.,rjp-68,The.plant.list,NA
1086,174414,174414,Sorbus acuparia,3545014,RMS,,f886d548-5a91-4d63-b138-d62ee68b302a,PreservedSpecimen,Gymnosporangium cornutum,Gymnosporangium,233421,Species,,On Sorbus acuparia,NA,host: Sorbus acuparia,NA,urn:uuid:f886d548-5a91-4d63-b138-d62ee68b302a,Norway,Mycoportal.db,133,Sorbus aucuparia L.,rjp-68,The.plant.list,NA
1609,199233,199233,Sorbus acuparia,3150370,MICH,Fungi,7f5eb7da-6108-4719-9a23-9add1f62443d,PreservedSpecimen,Ochropsora ariae,Ochropsora,186395,Species,"II, III.; Fungi Exsiccati Fennici, 1-1000, L.E. Kari, exs #: 628",On the leaves of Sorbus acuparia.,NA,host: Sorbus acuparia,NA,urn:uuid:7f5eb7da-6108-4719-9a23-9add1f62443d,,Mycoportal.db,133,Sorbus aucuparia L.,rjp-68,The.plant.list,NA
1913,115595,115595,Spraguea umbellatum,3850483,MICH,Fungi,cdd93ef6-1063-4447-8c01-0fa91432151b,PreservedSpecimen,Physoderma claytonianum,Physoderma,377133,Species,ex WS 236065,On Spraguea umbellatum.,NA,host: Spraguea umbellatum,NA,urn:uuid:cdd93ef6-1063-4447-8c01-0fa91432151b,USA,Mycoportal.db,189,Cistanthe umbellata (Torr.) Hershkovitz,kew-2723235,The.plant.list,NA
1899,19547,19547,Steironema ciliata,5097215,UC,,d3d9535b-4f83-44b8-b60c-c88ce14ebe3b,PreservedSpecimen,Phyllosticta steironematis,Phyllosticta,375450,Species,,NA,NA,host: Steironema ciliata,NA,urn:uuid:d3d9535b-4f83-44b8-b60c-c88ce14ebe3b,USA,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2134,206065,206065,Steironema ciliata,2763428,RMS,,8d0c83ef-fa07-4bfd-a7df-3a54d1e4ef88,PreservedSpecimen,Puccinia dactylidina,Puccinia,398050,Species,,NA,NA,host: Steironema ciliata.,NA,urn:uuid:8d0c83ef-fa07-4bfd-a7df-3a54d1e4ef88,India,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2136,206062,206062,Steironema ciliata,2763435,RMS,,eda1943e-6931-476a-91d4-5fdf22442eb6,PreservedSpecimen,Puccinia dayi,Puccinia,398061,Species,,NA,NA,host: Steironema ciliata,NA,urn:uuid:eda1943e-6931-476a-91d4-5fdf22442eb6,United States,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2137,206063,206063,Steironema ciliata,2763431,RMS,,fbf17250-ef67-44fc-b173-8456895e9f8c,PreservedSpecimen,Puccinia dayi,Puccinia,398061,Species,,NA,NA,host: Steironema ciliata,NA,urn:uuid:fbf17250-ef67-44fc-b173-8456895e9f8c,United States,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2138,193207,193207,Steironema ciliata,3220001,MICH,Fungi,d6910597-99b8-4282-a356-163ca0258c63,PreservedSpecimen,Puccinia dayi,Puccinia,398061,Species,,On Steironema ciliata.,NA,host: Steironema ciliata,NA,urn:uuid:d6910597-99b8-4282-a356-163ca0258c63,Canada,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2644,106983,106983,Steironema ciliata,3965544,RMS,,87b3a013-dab2-45fe-8bc2-04379135e087,PreservedSpecimen,Septoria conapicua,,NA,,Check scientific name,on Steironema ciliata,NA,host: Steironema ciliata,NA,urn:uuid:87b3a013-dab2-45fe-8bc2-04379135e087,Canada,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2645,106978,106978,Steironema ciliata,3965551,RMS,,eeb44298-3e74-4626-b60b-8ad23a3b8888,PreservedSpecimen,Septoria conspicua,Septoria,419750,Species,,On Steironema ciliata,NA,host: Steironema ciliata,NA,urn:uuid:eeb44298-3e74-4626-b60b-8ad23a3b8888,United States,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2646,106981,106981,Steironema ciliata,3965547,RMS,,2806dabb-e97f-46d7-9a50-ed6818de53cc,PreservedSpecimen,Septoria conspicua,Septoria,419750,Species,,on Steironema ciliata,NA,host: Steironema ciliata,NA,urn:uuid:2806dabb-e97f-46d7-9a50-ed6818de53cc,United States,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2647,106993,106993,Steironema ciliata,3965525,RMS,,eb441ef9-742f-4fe0-ac09-638f1196dac4,PreservedSpecimen,Septoria conspicua,Septoria,419750,Species,,on Steironema ciliata,NA,host: Steironema ciliata,NA,urn:uuid:eb441ef9-742f-4fe0-ac09-638f1196dac4,Canada,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2648,8569,8569,Steironema ciliata,6062760,ANSP,PH-Type-Fungi,0d381b48-3200-4e9b-9e62-dba3b3cf9e2b,PreservedSpecimen,Septoria conspicua,Septoria,419750,Species,"Ex herbarium: ;Notes about collecting event: ""Maybe collected by A. Commons, but not found on old ANSP label [5/24/2012, TES]."";[Annotation: 128;Annotator: Unknown ;Annotation source: Handwritten on herbarium sheet;];[Annotation: See exchange material.;Annotator: Unknown ;Annotation source: Old ANSP Label;]",On Steironema ciliata.,NA,NA,NA,urn:uuid:0d381b48-3200-4e9b-9e62-dba3b3cf9e2b,United States,Mycoportal.db,186,Lysimachia ciliata L.,kew-2493122,The.plant.list,NA
2950,154994.1,154994,Stpa eminens var. andersonii,3646190,UC,,415c03f2-d5d6-4bca-a058-45a3bee7462b,PreservedSpecimen,Tilletia hyalospora,Tilletia,540847,Species,,Grove of Torrey Pines (Pinus torreyana),NA,host: Stpa eminens var. andersonii,NA,urn:uuid:415c03f2-d5d6-4bca-a058-45a3bee7462b,USA,Mycoportal.db,302,Nassella lepida (Hitchc.) Barkworth,kew-425528,The.plant.list,NA
2350,86477,86477,Strobilanthes dalhousianus,4305454,UC,,5a562918-9da8-4ffd-b805-c25121ad478b,PreservedSpecimen,Puccinia polliniae,Puccinia,188361,Species,,NA,NA,host: Strobilanthes dalhousianus,NA,urn:uuid:5a562918-9da8-4ffd-b805-c25121ad478b,India,Mycoportal.db,252,Strobilanthes dalhousieanus (Nees) C.B. Clarke,tro-101683,The.plant.list,NA
1586,98002,98002,Strophostyles helvula,4022721,MU,,f5e561a7-a8c5-4c58-bd79-41cc54ef2ee7,PreservedSpecimen,Nigredo appendiculata,Nigredo,306508,Species,"North American Uredinales, 1-3500, E. Bartholomew, exs #: 2786",NA,NA,host: Strophostyles helvula,NA,urn:uuid:f5e561a7-a8c5-4c58-bd79-41cc54ef2ee7,United States,Mycoportal.db,166,Strophostyles helvula (L.) Elliott,ild-24621,The.plant.list,NA
3210,80331,80331,Strophostyles helvula,4343774,UC,,b73e2f20-ec03-41e4-a298-9bdc57e9db81,PreservedSpecimen,Uromyces phaseoli,Uromyces,554323,Species,,NA,NA,host: Strophostyles helvula,NA,urn:uuid:b73e2f20-ec03-41e4-a298-9bdc57e9db81,USA,Mycoportal.db,166,Strophostyles helvula (L.) Elliott,ild-24621,The.plant.list,NA
3211,80378,80378,Strophostyles helvula,4343721,UC,,28687cf2-0b24-4f0c-ad2b-1fd74f5ff49a,PreservedSpecimen,Uromyces phaseoli,Uromyces,554323,Species,,NA,NA,host: Strophostyles helvula,NA,urn:uuid:28687cf2-0b24-4f0c-ad2b-1fd74f5ff49a,USA,Mycoportal.db,166,Strophostyles helvula (L.) Elliott,ild-24621,The.plant.list,NA
458,207708,207708,Symphoricarpos vaccinoides,2742208,RMS,,9ec1d9fc-6bb5-41c0-a2ad-48fa2bc79aaa,PreservedSpecimen,Cercospora symphoricarpi,Cercospora,133548,Species,,NA,NA,host: Symphoricarpos vaccinoides,NA,urn:uuid:9ec1d9fc-6bb5-41c0-a2ad-48fa2bc79aaa,USA,Mycoportal.db,60,Symphoricarpos vaccinioides Rydb.,tro-6000168,The.plant.list,NA
1290,33179,33179,Symphoricarpos vaccinoides,4900625,RMS,,b74e92a3-595c-4b15-8ec9-f2e5d3b3f60e,PreservedSpecimen,Lasiobotrys lonicerae,Lasiobotrys,259278,Species,,NA,NA,host: Symphoricarpos vaccinoides,NA,urn:uuid:b74e92a3-595c-4b15-8ec9-f2e5d3b3f60e,United States,Mycoportal.db,60,Symphoricarpos vaccinioides Rydb.,tro-6000168,The.plant.list,NA
2123,90575,90575,Symphoricarpos vaccinoides,4273251,UC,,5b0ceec6-c24b-4bc2-ab01-49807123d734,PreservedSpecimen,Puccinia crandallii,Puccinia,397961,Species,,NA,NA,host: Symphoricarpos vaccinoides,NA,urn:uuid:5b0ceec6-c24b-4bc2-ab01-49807123d734,USA,Mycoportal.db,60,Symphoricarpos vaccinioides Rydb.,tro-6000168,The.plant.list,NA
2124,131239,131239,Symphoricarpos vaccinoides,3763954,RMS,,dd23c6b6-a043-4d7a-9b83-a1949a7e8115,PreservedSpecimen,Puccinia crandallii,Puccinia,397961,Species,"""Host det by Dr. John F. Reed""; Mycoflora Saximontanensis Exsiccata, 1-1300, W.G. Solheim, exs #: 651",on Symphoricarpos vaccinoides Rydb.,NA,host: Symphoricarpos vaccinoides,NA,urn:uuid:dd23c6b6-a043-4d7a-9b83-a1949a7e8115,USA,Mycoportal.db,60,Symphoricarpos vaccinioides Rydb.,tro-6000168,The.plant.list,NA
17,198887,198887,Symphoricarpus racemosus,3151241,RMS,,d8736f98-fe6f-4ef7-93ea-33c896e25447,PreservedSpecimen,Aecidium abundans,Aecidium,85679,Species,Verify Collector Number,Mountains of Larimer County; On leaves of Symphoricarpus racemosus,NA,host: Symphoricarpus racemosus,NA,urn:uuid:d8736f98-fe6f-4ef7-93ea-33c896e25447,United States,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
18,89513,89513,Symphoricarpus racemosus,4282043,UC,,f47c4874-1f57-4f4f-b4d4-a0e7f5e49921,PreservedSpecimen,Aecidium abundans,Aecidium,85679,Species,,NA,NA,host: Symphoricarpus racemosus,NA,urn:uuid:f47c4874-1f57-4f4f-b4d4-a0e7f5e49921,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
19,138861,138861,Symphoricarpus racemosus,3726806,UC,,cf662559-b0b8-463b-8e38-5907fb48ee72,PreservedSpecimen,Aecidium abundans,Aecidium,85679,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 1701",Symphoricarpus racemosus,NA,host: Symphoricarpus racemosus,NA,urn:uuid:cf662559-b0b8-463b-8e38-5907fb48ee72,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
1479,161641,161641,Symphoricarpus racemosus,3613980,MICH,Fungi,b12410b8-3200-4187-aa07-f52dbeecdfa9,PreservedSpecimen,Microsphaera diffusa,Microsphaera,292863,Species,,Symphoricarpus racemosus,NA,host: Symphoricarpus racemosus,NA,urn:uuid:b12410b8-3200-4187-aa07-f52dbeecdfa9,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
1495,15245,15245,Symphoricarpus racemosus,5153793,UC,,19f2039d-8b16-4a8c-8fa1-1de084e3b69a,PreservedSpecimen,Microsphaera symphoricarpi,Microsphaera,292987,Species,,NA,NA,host: Symphoricarpus racemosus,NA,urn:uuid:19f2039d-8b16-4a8c-8fa1-1de084e3b69a,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2125,90674,90674,Symphoricarpus racemosus,4268792,UC,,15c714d0-d81e-4db1-90bc-74c778583038,PreservedSpecimen,Puccinia crandallii,Puccinia,397961,Species,"California Fungi. Berkeley, CA [Anonymous, Calif. Fungi], 1- ? 1425, Herbarium of the University of California., exs #: 6",NA,NA,host: Symphoricarpus racemosus,NA,urn:uuid:15c714d0-d81e-4db1-90bc-74c778583038,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2126,104334,104334,Symphoricarpus racemosus,3972607,UC,,2bd980d4-3f26-4d93-925d-cdebc380984d,PreservedSpecimen,Puccinia crandallii,Puccinia,397961,Species,,NA,NA,host: Symphoricarpus racemosus,NA,urn:uuid:2bd980d4-3f26-4d93-925d-cdebc380984d,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2127,107048,107048,Symphoricarpus racemosus,3963350,UC,,2c26c32a-d254-4cab-bc84-a12f2a0da1ba,PreservedSpecimen,Puccinia crandallii,Puccinia,397961,Species,"California Fungi. Berkeley, CA [Anonymous, Calif. Fungi], 1- ? 1425, Herbarium of the University of California., exs #: 6",NA,NA,host: Symphoricarpus racemosus,NA,urn:uuid:2c26c32a-d254-4cab-bc84-a12f2a0da1ba,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2128,107049,107049,Symphoricarpus racemosus,3963349,UC,,743ba734-3d4c-4fd4-a6d1-7d3a29711abe,PreservedSpecimen,Puccinia crandallii,Puccinia,397961,Species,"infrequently collected, aecial stage; California Fungi. Berkeley, CA [Anonymous, Calif. Fungi], 1- ? 1425, Herbarium of the University of California., exs #: 5",NA,NA,host: Symphoricarpus racemosus,NA,urn:uuid:743ba734-3d4c-4fd4-a6d1-7d3a29711abe,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2129,41229,41229,Symphoricarpus racemosus,4800600,CINC,,21262b1f-1a9a-40bf-aea6-fd643edc9b04,PreservedSpecimen,Puccinia crandallii,Puccinia,397961,Species,"California Fungi. Berkeley, CA [Anonymous, Calif. Fungi], 1- ? 1425, Herbarium of the University of California., exs #: 5",on Symphoricarpus racemosus,NA,NA,NA,urn:uuid:21262b1f-1a9a-40bf-aea6-fd643edc9b04,United States,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2410,78725,78725,Symphoricarpus racemosus,4351036,UC,,2ba18fb5-3572-4925-8053-58289bf86395,PreservedSpecimen,Puccinia symphoricarpi,Puccinia,400426,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 488",NA,NA,host: Symphoricarpus racemosus,NA,urn:uuid:2ba18fb5-3572-4925-8053-58289bf86395,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2411,78733,78733,Symphoricarpus racemosus,4351026,UC,,ffc2763f-1da4-462f-8dfb-568f727c8fce,PreservedSpecimen,Puccinia symphoricarpi,Puccinia,400426,Species,,NA,NA,host: Symphoricarpus racemosus,NA,urn:uuid:ffc2763f-1da4-462f-8dfb-568f727c8fce,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2412,78728,78728,Symphoricarpus racemosus,4351032,UC,,19ba9fac-37aa-423a-ab7b-9c4d45717793,PreservedSpecimen,Puccinia symphoricarpi,Puccinia,400426,Species,,NA,NA,host: Symphoricarpus racemosus albus,NA,urn:uuid:19ba9fac-37aa-423a-ab7b-9c4d45717793,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2413,49871,49871,Symphoricarpus racemosus,4703377,CINC,,df755bf9-0515-468c-8898-a0481d608b21,PreservedSpecimen,Puccinia symphoricarpi,Puccinia,400426,Species,"California Fungi. Berkeley, CA [Anonymous, Calif. Fungi], 1- ? 1425, Herbarium of the University of California., exs #: 113",on Symphoricarpus racemosus,NA,NA,NA,urn:uuid:df755bf9-0515-468c-8898-a0481d608b21,United States,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2414,8793,8793,Symphoricarpus racemosus,6062531,ANSP,PH-Type-Fungi,2431764f-4aba-4314-9b12-76b91da4ce95,PreservedSpecimen,Puccinia symphoricarpi,Puccinia,400426,Species,,On Symphoricarpus racemosus.,NA,Symphoricarpos racemosus,NA,urn:uuid:2431764f-4aba-4314-9b12-76b91da4ce95,United States,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2765,139308,139308,Symphoricarpus racemosus,3724641,MICH,Fungi,3849c4d2-126e-433a-984d-6d4d1d80453d,PreservedSpecimen,Sphaceloma symphoricarpi,Sphaceloma,424076,Species,,On Symphoricarpus racemosus.,NA,host: Symphoricarpus racemosus,NA,urn:uuid:3849c4d2-126e-433a-984d-6d4d1d80453d,USA,Mycoportal.db,3,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
2415,78728.1,78728,Symphoricarpus racemosus albus,4351032,UC,,19ba9fac-37aa-423a-ab7b-9c4d45717793,PreservedSpecimen,Puccinia symphoricarpi,Puccinia,400426,Species,,NA,NA,host: Symphoricarpus racemosus albus,NA,urn:uuid:19ba9fac-37aa-423a-ab7b-9c4d45717793,USA,Mycoportal.db,259,Symphoria racemosa (Michx.) Pursh,tro-50089853,The.plant.list,NA
3067,138273,138273,Syngramme fraxinea,3727526,UC,,f5c65a48-f884-4aa1-a5ca-6b9a6c4f3e75,PreservedSpecimen,Uredinopsis syngrammes,Uredinopsis,551274,Species,"Herbarium Crypt. Ind. Orient., 1-150, R.N.S. Vasudeva, exs #: 26831",leaves of host,NA,host: Syngramme fraxinea,NA,urn:uuid:f5c65a48-f884-4aa1-a5ca-6b9a6c4f3e75,India,Mycoportal.db,308,Coniogramme fraxinea (D. Don) Fée ex Diels,tro-26612622,The.plant.list,NA
1447,111798,111798,Tabebuia berterii,3933913,RMS,,2c9cac03-ddde-4dd4-a2c8-1b6e19cdfb94,PreservedSpecimen,Meliola bidentata,Meliola,286942,Species,"Mycoflora Domingensis Exsiccata, 1-425, plus extras, R. Ciferri, exs #: 48",On Tabebuia berterii,NA,host: Tabebuia berterii,NA,urn:uuid:2c9cac03-ddde-4dd4-a2c8-1b6e19cdfb94,Republica Dominicana,Mycoportal.db,157,Tabebuia berteroi (DC.) Britton,kew-319301,The.plant.list,NA
